species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Streptopelia chinensis,100,400,100,34,9542,linear_probe,0.9879480192831691,0.37158469945355194,0.6000071735857901,0.9982213120839416
Streptopelia chinensis,100,400,100,34,9542,autogluon,0.9938168098931042,0.5354330708661418,0.685024451075752,0.9985120888910886
Streptopelia decaocto,5,20,5,107,9542,linear_probe,0.9287361140222176,0.20187793427230047,0.37180764302485536,0.9390220346789891
Streptopelia decaocto,5,20,5,107,9542,autogluon,0.9884720184447705,0.08333333333333333,0.20241844102727294,0.9093452991199006
Streptopelia decaocto,25,100,25,107,9542,linear_probe,0.9529448752881995,0.297339593114241,0.3972040356878617,0.9743815283122594
Streptopelia decaocto,25,100,25,107,9542,autogluon,0.98438482498428,0.3868312757201646,0.34366051165079214,0.9740813931028334
Streptopelia decaocto,100,400,100,107,9542,linear_probe,0.9342905051351917,0.2418379685610641,0.488377085904998,0.9736673451901598
Streptopelia decaocto,100,400,100,107,9542,autogluon,0.9856424229721232,0.42677824267782427,0.36266317959662403,0.974192334170344
Streptopelia turtur,5,20,5,16,9542,linear_probe,0.9537832739467617,0.05970149253731343,0.1356698577258483,0.9713415914339701
Streptopelia turtur,5,20,5,16,9542,autogluon,0.9984280025151959,0.11764705882352941,0.10713286696746319,0.9512419955910141
Streptopelia turtur,25,100,25,16,9542,linear_probe,0.9841752253196395,0.1564245810055866,0.6449541443957916,0.9808681503254252
Streptopelia turtur,25,100,25,16,9542,autogluon,0.9993712010060783,0.7692307692307693,0.6441302269104209,0.97647556686962
Strix aluco,5,20,5,1,9542,linear_probe,0.9992664011737581,0.2222222222222222,1.0,1.0
Strix aluco,5,20,5,1,9542,autogluon,0.9998952001676797,0.0,1.0,0.9999999999999999
Sturnus unicolor,5,20,5,70,9542,linear_probe,0.9841752253196395,0.3463203463203463,0.30308865846869654,0.934632902992278
Sturnus unicolor,5,20,5,70,9542,autogluon,0.9921400125759798,0.17582417582417584,0.2596036993974488,0.9014033844111968
Sturnus unicolor,25,100,25,70,9542,linear_probe,0.9747432404108154,0.33608815426997246,0.32307540470430157,0.9540284145752895
Sturnus unicolor,25,100,25,70,9542,autogluon,0.9653112555019912,0.2660753880266075,0.23789753840626315,0.9447197755791505
Sturnus unicolor,100,400,100,70,9542,linear_probe,0.9745336407461748,0.33424657534246577,0.32169443334560677,0.9746335062741313
Sturnus unicolor,100,400,100,70,9542,autogluon,0.9668832529867952,0.2818181818181818,0.29762448116117096,0.9618394063706565
Sturnus vulgaris,5,20,5,6,9542,linear_probe,0.955879270593167,0.02771362586605081,0.48390151515151514,0.9986017897091722
Sturnus vulgaris,5,20,5,6,9542,autogluon,0.9993712010060783,0.0,0.10867727647284298,0.9904572147651007
Sylvia abyssinica,5,20,5,25,9542,linear_probe,0.9913016139174178,0.3464566929133858,0.6705695648313751,0.9912787643164863
Sylvia abyssinica,5,20,5,25,9542,autogluon,0.9982184028505554,0.5142857142857142,0.7641623524534439,0.9951665440790165
Sylvia abyssinica,25,100,25,25,9542,linear_probe,0.9866904212953259,0.2573099415204678,0.7488250021526037,0.9970705054113692
Sylvia abyssinica,25,100,25,25,9542,autogluon,0.9985328023475163,0.7083333333333334,0.7824337591385648,0.996168960806977
Sylvia abyssinica,100,400,100,25,9542,linear_probe,0.974638440578495,0.16551724137931034,0.6586621515736081,0.9967594830303667
Sylvia abyssinica,100,400,100,25,9542,autogluon,0.985537623139803,0.25,0.6712247706930948,0.9973731217820742
Sylvia atricapilla,5,20,5,413,9542,linear_probe,0.8897505763990777,0.37751479289940826,0.4992008038812492,0.9218434083225185
Sylvia atricapilla,5,20,5,413,9542,autogluon,0.94141689373297,0.4524975514201763,0.44676135084643315,0.9098930927356265
Sylvia atricapilla,25,100,25,413,9542,linear_probe,0.8856633829385873,0.39757040309221425,0.6356898704736496,0.9577977957587732
Sylvia atricapilla,25,100,25,413,9542,autogluon,0.8578914273737162,0.3536701620591039,0.6152956863993089,0.9563086478791876
Sylvia atricapilla,100,400,100,413,9542,linear_probe,0.8915321735485223,0.41293250141803745,0.6933961651754267,0.9591329761712468
Sylvia atricapilla,100,400,100,413,9542,autogluon,0.9627960595263048,0.6403242147923,0.6832005476639318,0.9590677289758818
Synallaxis albilora,5,20,5,21,9542,linear_probe,0.9752672395724167,0.1386861313868613,0.1896214239473311,0.9852106371379556
Synallaxis albilora,5,20,5,21,9542,autogluon,0.9977992035212744,0.16,0.22895760241053978,0.9837827159011908
Synallaxis albilora,25,100,25,21,9542,linear_probe,0.9724376440997694,0.132013201320132,0.5569588397174134,0.9912974327426591
Synallaxis albilora,25,100,25,21,9542,autogluon,0.9913016139174178,0.3252032520325203,0.4635969655794704,0.969613535993118
Synallaxis albilora,100,400,100,21,9542,linear_probe,0.9819744288409139,0.18867924528301888,0.6151020692654883,0.9944583652177392
Synallaxis albilora,100,400,100,21,9542,autogluon,0.9909872144204569,0.31746031746031744,0.6525905589136517,0.9815345526930445
Synallaxis ruficapilla,5,20,5,14,9542,linear_probe,0.9707608467826452,0.09120521172638436,0.5653694989221305,0.9981033345328056
Synallaxis ruficapilla,5,20,5,14,9542,autogluon,0.9950744078809474,0.3380281690140845,0.6436712829586448,0.9985906201271441
Synallaxis ruficapilla,25,100,25,14,9542,linear_probe,0.9728568434290505,0.0975609756097561,0.7004837215092823,0.998815521170685
Synallaxis ruficapilla,25,100,25,14,9542,autogluon,0.9888912177740515,0.208955223880597,0.7387605628054811,0.999025428811323
Systellura longirostris,5,20,5,3,9542,linear_probe,0.9996856005030392,0.6666666666666666,1.0,1.0
Systellura longirostris,5,20,5,3,9542,autogluon,1.0,1.0,1.0,1.0
Tachyphonus coronatus,5,20,5,49,9542,linear_probe,0.9678264514776777,0.2025974025974026,0.35605140226891413,0.9842913252944705
Tachyphonus coronatus,5,20,5,49,9542,autogluon,0.9930832110668623,0.25,0.17372559280891245,0.9730521092878319
Tachyphonus coronatus,25,100,25,49,9542,linear_probe,0.9692936491301614,0.2467866323907455,0.7014985202782257,0.9970676567266537
Tachyphonus coronatus,25,100,25,49,9542,autogluon,0.9826032278348354,0.3515625,0.5410318937032383,0.9935032687888176
Tachyphonus coronatus,100,400,100,49,9542,linear_probe,0.9776776357157828,0.3106796116504854,0.7727164170350518,0.9974653719066896
Tachyphonus coronatus,100,400,100,49,9542,autogluon,0.9837560259903584,0.38247011952191234,0.6984195281356784,0.9965097805687112
Tadorna ferruginea,5,20,5,6,9542,linear_probe,0.9856424229721232,0.08053691275167785,0.5444444444444444,0.9995980145413871
Tadorna ferruginea,5,20,5,6,9542,autogluon,0.9983232026828757,0.38461538461538464,0.6257142857142858,0.9995630592841164
Tadorna ferruginea,25,100,25,6,9542,linear_probe,0.992978411234542,0.1518987341772152,0.75515873015873,0.9998427013422819
Tadorna ferruginea,25,100,25,6,9542,autogluon,0.9977992035212744,0.36363636363636365,0.9055555555555554,0.9999126118568232
Tadorna tadorna,5,20,5,7,9542,linear_probe,0.9955984070425488,0.2222222222222222,0.6232224396607957,0.9987564611581392
Tadorna tadorna,5,20,5,7,9542,autogluon,0.9987424020121568,0.45454545454545453,0.45853982618688505,0.9989886882912578
Tangara vassorii,5,20,5,7,9542,linear_probe,0.9939216097254244,0.17142857142857143,0.2508002962696728,0.9980223237695708
Tangara vassorii,5,20,5,7,9542,autogluon,0.9984280025151959,0.34782608695652173,0.2399211899211899,0.9983219716832721
Tapera naevia,5,20,5,19,9542,linear_probe,0.9486480821630685,0.050387596899224806,0.2028257020452557,0.9566644743750587
Tapera naevia,5,20,5,19,9542,autogluon,0.9954936072102285,0.24561403508771928,0.16364694517561862,0.9457518362745044
Tapera naevia,25,100,25,19,9542,linear_probe,0.9571368685810103,0.08501118568232663,0.34918873593136973,0.9956227858315325
Tapera naevia,25,100,25,19,9542,autogluon,0.9823936281701949,0.16,0.270560476517864,0.9925664734133981
Taraba major,5,20,5,7,9542,linear_probe,0.9915112135820583,0.12903225806451613,0.2487391994989734,0.9411191849576748
Taraba major,5,20,5,7,9542,autogluon,0.9991616013414378,0.2,0.3822064082060336,0.9173870701925237
Taraba major,25,100,25,7,9542,linear_probe,0.9900440159295745,0.12844036697247707,0.3038419913419913,0.9990261442804704
Taraba major,25,100,25,7,9542,autogluon,0.997275204359673,0.3157894736842105,0.26672134914839707,0.9876694883511874
Tauraco bannermani,5,20,5,3,9542,linear_probe,0.9902536155942151,0.041237113402061855,0.06013071895424836,0.9930810357479819
Tauraco bannermani,5,20,5,3,9542,autogluon,0.9987424020121568,0.0,0.03181951793062904,0.9817590942446797
Telophorus multicolor,5,20,5,5,9542,linear_probe,0.9988472018444771,0.47619047619047616,1.0,1.0
Telophorus multicolor,5,20,5,5,9542,autogluon,1.0,1.0,1.0,0.9999999999999999
Tephrodornis virgatus,5,20,5,17,9542,linear_probe,0.9739048417522532,0.10108303249097472,0.06604825218582461,0.9852215531882044
Tephrodornis virgatus,5,20,5,17,9542,autogluon,0.9938168098931042,0.09230769230769231,0.07851939527060067,0.9895476300756523
Tephrodornis virgatus,25,100,25,17,9542,linear_probe,0.9655208551666318,0.09366391184573003,0.2672036571478908,0.9927312027173073
Tephrodornis virgatus,25,100,25,17,9542,autogluon,0.9842800251519598,0.16666666666666666,0.20014531654690654,0.9923112552107458
Terpsiphone affinis,5,20,5,8,9542,linear_probe,0.974219241249214,0.061068702290076333,0.04468621206964013,0.989209670652402
Terpsiphone affinis,5,20,5,8,9542,autogluon,0.9908824145881366,0.04395604395604396,0.04003736249288054,0.9885934550031465
Terpsiphone affinis,25,100,25,8,9542,linear_probe,0.9683504506392789,0.050314465408805034,0.0982565622783014,0.9929069645479337
Terpsiphone affinis,25,100,25,8,9542,autogluon,0.9845944246489206,0.08695652173913043,0.16867654059555467,0.9942377281308998
Terpsiphone rufiventer,5,20,5,3,9542,linear_probe,0.959337665059736,0.015228426395939087,1.0,1.0
Terpsiphone rufiventer,5,20,5,3,9542,autogluon,0.9984280025151959,0.21052631578947367,0.30480480480480476,0.9987245343676836
Tetrastes bonasia,5,20,5,7,9542,linear_probe,0.9620624607000628,0.03723404255319149,0.7448537378114843,0.9983519364746424
Tetrastes bonasia,5,20,5,7,9542,autogluon,0.999580800670719,0.6,0.49937100940082774,0.9977301670537118
Thamnophilus caerulescens,5,20,5,42,9542,linear_probe,0.9634248585202264,0.19399538106235567,0.5134701336698366,0.9935739348370927
Thamnophilus caerulescens,5,20,5,42,9542,autogluon,0.9941312093900649,0.40425531914893614,0.3956100670380168,0.991189223057644
Thamnophilus caerulescens,25,100,25,42,9542,linear_probe,0.9743240410815343,0.25076452599388377,0.6026853563796738,0.9961804511278196
Thamnophilus caerulescens,25,100,25,42,9542,autogluon,0.9808216306853909,0.3041825095057034,0.5051113304382028,0.9950739348370928
Thamnophilus caerulescens,100,400,100,42,9542,linear_probe,0.9776776357157828,0.27796610169491526,0.7292908474110295,0.9969323308270677
Thamnophilus caerulescens,100,400,100,42,9542,autogluon,0.9800880318591491,0.30656934306569344,0.7546704238204458,0.9971704260651629
Thamnophilus doliatus,5,20,5,12,9542,linear_probe,0.9839656256549989,0.11560693641618497,0.776050327538423,0.9955578873732074
Thamnophilus doliatus,5,20,5,12,9542,autogluon,0.9808216306853909,0.09852216748768473,0.7552954816631984,0.9618135711787338
Thamnophilus doliatus,25,100,25,12,9542,linear_probe,0.9873192202892476,0.15384615384615385,0.6920079786666326,0.9975953130465197
Thamnophilus doliatus,25,100,25,12,9542,autogluon,0.9971704045273527,0.4,0.7088771337311178,0.9930613850996852
Thlypopsis pyrrhocoma,5,20,5,22,9542,linear_probe,0.9743240410815343,0.1522491349480969,0.5471491282479427,0.9976031321619557
Thlypopsis pyrrhocoma,5,20,5,22,9542,autogluon,0.9969608048627122,0.35555555555555557,0.33066665134413437,0.9955810733384263
Thlypopsis pyrrhocoma,25,100,25,22,9542,linear_probe,0.9677216516453574,0.125,0.5964883605304385,0.9972116119174942
Thlypopsis pyrrhocoma,25,100,25,22,9542,autogluon,0.9879480192831691,0.267515923566879,0.6396564490502848,0.9976461038961039
Thlypopsis pyrrhocoma,100,400,100,22,9542,linear_probe,0.9775728358834626,0.17054263565891473,0.6817873027341016,0.9985867074102368
Thlypopsis pyrrhocoma,100,400,100,22,9542,autogluon,0.9853280234751625,0.2391304347826087,0.660015863297372,0.9985007639419404
Thlypopsis superciliaris,5,20,5,9,9542,linear_probe,0.9987424020121568,0.5384615384615384,0.7239417989417991,0.9991491543993379
Thlypopsis superciliaris,5,20,5,9,9542,autogluon,0.9992664011737581,0.46153846153846156,0.6771285152237534,0.9944636758861032
Thlypopsis superciliaris,25,100,25,9,9542,linear_probe,0.9974848040243136,0.3684210526315789,0.779004522956136,0.9992423977528351
Thlypopsis superciliaris,25,100,25,9,9542,autogluon,0.9985328023475163,0.5333333333333333,0.7699317738791422,0.9992132592048674
Thraupis sayaca,5,20,5,3,9542,linear_probe,0.9789352337036261,0.028985507246376812,0.3814814814814815,0.9964007408183946
Thraupis sayaca,5,20,5,3,9542,autogluon,0.9993712010060783,0.0,0.04526198439241917,0.9946185833595416
Thripadectes flammulatus,5,20,5,1,9542,linear_probe,1.0,1.0,1.0,1.0
Thripadectes flammulatus,5,20,5,1,9542,autogluon,1.0,1.0,1.0,1.0
Todirostrum cinereum,5,20,5,1,9542,linear_probe,0.9984280025151959,0.11764705882352941,0.06666666666666667,0.9985326485693323
Todirostrum cinereum,5,20,5,1,9542,autogluon,0.9998952001676797,0.0,0.0033222591362126247,0.9703909443454565
Trachyphonus purpuratus,5,20,5,4,9542,linear_probe,0.9763152378956194,0.03418803418803419,0.5159090909090909,0.9995544139232543
Trachyphonus purpuratus,5,20,5,4,9542,autogluon,0.999580800670719,0.0,0.4588235294117647,0.9995544139232543
Treron curvirostra,5,20,5,16,9542,linear_probe,0.9733808425906518,0.09285714285714286,0.3222672971263433,0.9581474385891245
Treron curvirostra,5,20,5,16,9542,autogluon,0.9962272060364703,0.3076923076923077,0.4046637150956399,0.9159471446567289
Treron curvirostra,25,100,25,16,9542,linear_probe,0.9621672605323831,0.06718346253229975,0.2643032513543456,0.9760589439428932
Treron curvirostra,25,100,25,16,9542,autogluon,0.9933976105638231,0.25882352941176473,0.4530298499201652,0.9669555689691371
Tricholaema hirsuta,5,20,5,3,9542,linear_probe,0.9892056172710124,0.05504587155963303,1.0,1.0
Tricholaema hirsuta,5,20,5,3,9542,autogluon,1.0,1.0,1.0,1.0
Tricholaema hirsuta,25,100,25,3,9542,linear_probe,0.9763152378956194,0.02586206896551724,1.0,1.0
Tricholaema hirsuta,25,100,25,3,9542,autogluon,0.9955984070425488,0.125,1.0,1.0
Trichothraupis melanops,5,20,5,26,9542,linear_probe,0.9630056591909453,0.11528822055137844,0.2891302086044997,0.9879918841142045
Trichothraupis melanops,5,20,5,26,9542,autogluon,0.99612240620415,0.32727272727272727,0.21147701005652825,0.9819817635076147
Trichothraupis melanops,25,100,25,26,9542,linear_probe,0.9704464472856843,0.14545454545454545,0.2589934706175983,0.992122578976299
Trichothraupis melanops,25,100,25,26,9542,autogluon,0.981240830014672,0.182648401826484,0.23234777848265817,0.9891639990946423
Tringa totanus,5,20,5,1,9542,linear_probe,0.9712848459442465,0.007246376811594203,1.0,1.0
Tringa totanus,5,20,5,1,9542,autogluon,0.9959128065395095,0.04878048780487805,0.3333333333333333,0.9997903783670474
Troglodytes aedon,5,20,5,5,9542,linear_probe,0.9807168308530706,0.031578947368421054,0.4253468336441958,0.9857816923560868
Troglodytes aedon,5,20,5,5,9542,autogluon,0.9991616013414378,0.42857142857142855,0.5098345918734268,0.9895564642969487
Troglodytes troglodytes,5,20,5,169,9542,linear_probe,0.7981555229511633,0.1409455842997324,0.41952661893412013,0.958807149075432
Troglodytes troglodytes,5,20,5,169,9542,autogluon,0.9722280444351289,0.44676409185803756,0.48487838742899597,0.9592275937998924
Troglodytes troglodytes,25,100,25,169,9542,linear_probe,0.9446656885348983,0.36538461538461536,0.7173149355363302,0.9761085126168139
Troglodytes troglodytes,25,100,25,169,9542,autogluon,0.9760008383986586,0.519916142557652,0.6067436123506652,0.9712137405881303
Troglodytes troglodytes,100,400,100,169,9542,linear_probe,0.9589184657304548,0.4415954415954416,0.7073835893494785,0.976960765436666
Troglodytes troglodytes,100,400,100,169,9542,autogluon,0.9707608467826452,0.51138353765324,0.6762901280802733,0.9776211035474551
Trogon curucui,5,20,5,5,9542,linear_probe,0.9698176482917628,0.03355704697986577,0.27722250639386187,0.9964559085666352
Trogon curucui,5,20,5,5,9542,autogluon,0.9992664011737581,0.36363636363636365,0.30356891589382795,0.9958267799098248
Trogon personatus,5,20,5,1,9542,linear_probe,0.9977992035212744,0.08695652173913043,1.0,1.0
Trogon personatus,5,20,5,1,9542,autogluon,0.999580800670719,0.3333333333333333,1.0,1.0
Trogon rufus,5,20,5,2,9542,linear_probe,0.9938168098931042,0.06349206349206349,0.8333333333333333,0.9999475890985324
Trogon rufus,5,20,5,2,9542,autogluon,1.0,1.0,1.0,1.0
Trogon rufus,25,100,25,2,9542,linear_probe,0.9774680360511423,0.0182648401826484,1.0,1.0
Trogon rufus,25,100,25,2,9542,autogluon,0.9983232026828757,0.2,1.0,0.9999999999999999
Trogon surrucura,5,20,5,27,9542,linear_probe,0.9483336826661077,0.09541284403669725,0.2439054356890247,0.9883419941223409
Trogon surrucura,5,20,5,27,9542,autogluon,0.9872144204569273,0.2375,0.2362943213402382,0.987991670072595
Trogon surrucura,25,100,25,27,9542,linear_probe,0.954307273108363,0.10655737704918032,0.28577407933418064,0.9912302212880247
Trogon surrucura,25,100,25,27,9542,autogluon,0.9761056382309788,0.18571428571428572,0.3153307696957673,0.9937155757965007
Tropicoperdix chloropus,5,20,5,3,9542,linear_probe,0.9823936281701949,0.034482758620689655,0.5535714285714286,0.9996505573610092
Tropicoperdix chloropus,5,20,5,3,9542,autogluon,0.999580800670719,0.3333333333333333,0.48739495798319327,0.9993710032498165
Turdus albicollis,5,20,5,25,9542,linear_probe,0.9666736533221547,0.10674157303370786,0.16266921294819517,0.9777618997583272
