species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Psarocolius decumanus,5,20,5,8,9542,linear_probe,0.9735904422552923,0.05970149253731343,0.6233042819249716,0.9990822320117475
Psarocolius decumanus,5,20,5,8,9542,autogluon,0.9990568015091176,0.47058823529411764,0.6857707509881423,0.999180564296203
Psarocolius decumanus,25,100,25,8,9542,linear_probe,0.9810312303500315,0.08121827411167512,0.4250070035524402,0.9980071323683659
Psarocolius decumanus,25,100,25,8,9542,autogluon,0.992559211905261,0.1839080459770115,0.5120347178656479,0.9975154709460876
Psilopogon chrysopogon,5,20,5,11,9542,linear_probe,0.9393208970865646,0.036605657237936774,0.3964076311097258,0.9933422992913078
Psilopogon chrysopogon,5,20,5,11,9542,autogluon,0.9984280025151959,0.21052631578947367,0.1777090851535159,0.9778855600385346
Psilopogon chrysopogon,25,100,25,11,9542,linear_probe,0.9829176273317962,0.11891891891891893,0.5430160961258381,0.9989126391392681
Psilopogon chrysopogon,25,100,25,11,9542,autogluon,0.9425696918884929,0.03859649122807018,0.5000997912762618,0.9978062017722076
Psilopogon duvaucelii,5,20,5,365,9542,linear_probe,0.9552504715992455,0.5142207053469852,0.5928699297401911,0.9458989940604936
Psilopogon duvaucelii,5,20,5,365,9542,autogluon,0.9322993083211066,0.38476190476190475,0.5021640242023766,0.8913298732238577
Psilopogon duvaucelii,25,100,25,365,9542,linear_probe,0.9562984699224482,0.5986525505293552,0.6997047668683607,0.9737219761733099
Psilopogon duvaucelii,25,100,25,365,9542,autogluon,0.9391112974219241,0.5241605241605242,0.6954726991283084,0.9703293373397759
Psilopogon duvaucelii,100,400,100,365,9542,linear_probe,0.9485432823307482,0.5719267654751525,0.7431670880440415,0.9781395119723072
Psilopogon duvaucelii,100,400,100,365,9542,autogluon,0.9642632571787885,0.6473629782833505,0.7498923553834639,0.9814766218703399
Psilopogon faiostrictus,5,20,5,84,9542,linear_probe,0.9889960176063718,0.6096654275092936,0.7947648647584759,0.997493933077566
Psilopogon faiostrictus,5,20,5,84,9542,autogluon,0.9926640117375812,0.3137254901960784,0.7151998232477014,0.9939538460763878
Psilopogon faiostrictus,25,100,25,84,9542,linear_probe,0.98826241878013,0.5971223021582733,0.8677307977978694,0.9987929090011982
Psilopogon faiostrictus,25,100,25,84,9542,autogluon,0.9952840075455879,0.7692307692307693,0.835488721027198,0.9980037056057356
Psilopogon faiostrictus,100,400,100,84,9542,linear_probe,0.985118423810522,0.5419354838709678,0.8394443706371464,0.9984203345114743
Psilopogon faiostrictus,100,400,100,84,9542,autogluon,0.9850136239782016,0.5372168284789643,0.8602551741130741,0.9984870454842965
Psilopogon haemacephalus,5,20,5,56,9542,linear_probe,0.98438482498428,0.4063745019920319,0.5485118062776212,0.9940212644197464
Psilopogon haemacephalus,5,20,5,56,9542,autogluon,0.9954936072102285,0.45569620253164556,0.5780497803817616,0.9927280051805669
Psilopogon haemacephalus,25,100,25,56,9542,linear_probe,0.978516034374345,0.3450479233226837,0.6482345386832455,0.9964967169663564
Psilopogon haemacephalus,25,100,25,56,9542,autogluon,0.9930832110668623,0.5714285714285714,0.7210064584406046,0.9962312882142105
Psilopogon haemacephalus,100,400,100,56,9542,linear_probe,0.9814504296793125,0.3875432525951557,0.8267464858822485,0.9984601367428692
Psilopogon haemacephalus,100,400,100,56,9542,autogluon,0.9805072311884301,0.37583892617449666,0.8699739405589869,0.9986483840848167
Psilopogon henricii,5,20,5,3,9542,linear_probe,0.9830224271641166,0.03571428571428571,0.48444444444444446,0.9990914491386239
Psilopogon henricii,5,20,5,3,9542,autogluon,0.9996856005030392,0.5714285714285714,0.5238095238095237,0.9986546458398854
Psilopogon mystacophanos,5,20,5,83,9542,linear_probe,0.9839656256549989,0.4354243542435424,0.5218066776803971,0.9201499942045378
Psilopogon mystacophanos,5,20,5,83,9542,autogluon,0.9937120100607839,0.5652173913043478,0.47770617657243675,0.8962070928815166
Psilopogon mystacophanos,25,100,25,83,9542,linear_probe,0.9800880318591491,0.3987341772151899,0.6075076157661256,0.9677530292435201
Psilopogon mystacophanos,25,100,25,83,9542,autogluon,0.9920352127436596,0.5913978494623656,0.6534895063933297,0.9570046758553402
Psilopogon mystacophanos,100,400,100,83,9542,linear_probe,0.9862712219660449,0.5403508771929825,0.729172614793997,0.9963635066749714
Psilopogon mystacophanos,100,400,100,83,9542,autogluon,0.988681618109411,0.5304347826086957,0.6540336212523268,0.987770937858634
Psilopogon rafflesii,5,20,5,25,9542,linear_probe,0.9845944246489206,0.25380710659898476,0.5205968672095824,0.9973731217820742
Psilopogon rafflesii,5,20,5,25,9542,autogluon,0.9977992035212744,0.6181818181818182,0.5571186920974192,0.9971818850478092
Psilopogon rafflesii,25,100,25,25,9542,linear_probe,0.985118423810522,0.2604166666666667,0.6135262225452782,0.9979573394977409
Psilopogon rafflesii,25,100,25,25,9542,autogluon,0.9896248166002934,0.31724137931034485,0.41631606053152775,0.9969633287800778
Psilopogon rafflesii,100,400,100,25,9542,linear_probe,0.9875288199538881,0.2958579881656805,0.6444464266527403,0.9987054744142062
Psilopogon rafflesii,100,400,100,25,9542,autogluon,0.9901488157618947,0.3380281690140845,0.5831193865279416,0.997909004938531
Psilorhamphus guttatus,5,20,5,10,9542,linear_probe,0.977363236218822,0.0847457627118644,0.6116402116402117,0.9982060428031893
Psilorhamphus guttatus,5,20,5,10,9542,autogluon,0.9994760008383986,0.6666666666666666,0.5773653807209531,0.9851657574485941
Psilorhamphus guttatus,25,100,25,10,9542,linear_probe,0.9642632571787885,0.055401662049861494,0.5896628855089578,0.997198908938313
Psilorhamphus guttatus,25,100,25,10,9542,autogluon,0.9928736114022217,0.20930232558139536,0.6214452704158586,0.9968107427612253
Psittacara leucophthalmus,5,20,5,3,9542,linear_probe,0.9753720394047369,0.024896265560165973,0.044344276463627055,0.9912639340252297
Psittacara leucophthalmus,5,20,5,3,9542,autogluon,0.999580800670719,0.0,0.056779950122341424,0.9871405108851382
Psittacula alexandri,5,20,5,12,9542,linear_probe,0.9720184447704884,0.07612456747404844,0.5543402108956125,0.9951294158796782
Psittacula alexandri,5,20,5,12,9542,autogluon,0.9982184028505554,0.37037037037037035,0.4006617208555739,0.9864944036376355
Psittacula alexandri,25,100,25,12,9542,linear_probe,0.9686648501362398,0.07430340557275542,0.5184299813903767,0.9950244840853446
Psittacula alexandri,25,100,25,12,9542,autogluon,0.9902536155942151,0.14678899082568808,0.4064795247829395,0.9936385099685204
Psittacula longicauda,5,20,5,148,9542,linear_probe,0.9743240410815343,0.5437616387337058,0.8207767430432452,0.9960792973088055
Psittacula longicauda,5,20,5,148,9542,autogluon,0.9887864179417313,0.47804878048780486,0.7731817242455,0.9930386129156621
Psittacula longicauda,25,100,25,148,9542,linear_probe,0.9906728149234961,0.7676240208877284,0.9090245039575692,0.9981543711051908
Psittacula longicauda,25,100,25,148,9542,autogluon,0.9963320058687906,0.8867313915857605,0.9042202051912511,0.9982489541915772
Psittacula longicauda,100,400,100,148,9542,linear_probe,0.992559211905261,0.8054794520547945,0.9262760499228073,0.9984111480013119
Psittacula longicauda,100,400,100,148,9542,autogluon,0.9852232236428422,0.674364896073903,0.9127685696813193,0.9980112377653361
Pternistis squamatus,5,20,5,6,9542,linear_probe,0.9575560679102914,0.024096385542168676,0.058171327123875176,0.979690995525727
Pternistis squamatus,5,20,5,6,9542,autogluon,0.9980088031859149,0.17391304347826086,0.07425454207329621,0.9720270553691275
Pycnonotus barbatus,5,20,5,16,9542,linear_probe,0.933976105638231,0.04833836858006042,0.2424538757903459,0.9916281755196305
Pycnonotus barbatus,5,20,5,16,9542,autogluon,0.9974848040243136,0.2,0.250768133838063,0.9802218927146756
Pycnonotus barbatus,25,100,25,16,9542,linear_probe,0.9607000628798994,0.07407407407407407,0.40636091198126595,0.9926910560571068
Pycnonotus barbatus,25,100,25,16,9542,autogluon,0.9938168098931042,0.25316455696202533,0.34329892052734634,0.9921300913289943
Pycnonotus finlaysoni,5,20,5,24,9542,linear_probe,0.9674072521483965,0.13370473537604458,0.18544647196644762,0.9924353855852069
Pycnonotus finlaysoni,5,20,5,24,9542,autogluon,0.9930832110668623,0.25,0.2743505849723128,0.9930898473068572
Pycnonotus finlaysoni,25,100,25,24,9542,linear_probe,0.9708656466149654,0.147239263803681,0.18647507343613415,0.9933152973313721
Pycnonotus finlaysoni,25,100,25,24,9542,autogluon,0.9857472228044435,0.23595505617977527,0.2834446734765521,0.9945476115430412
Pycnonotus goiavier,5,20,5,106,9542,linear_probe,0.9721232446028086,0.38425925925925924,0.5994897178232771,0.9534620521967255
Pycnonotus goiavier,5,20,5,106,9542,autogluon,0.989100817438692,0.4090909090909091,0.3668930838425156,0.937626972573924
Pycnonotus goiavier,25,100,25,106,9542,linear_probe,0.9661496541605533,0.391713747645951,0.8226118959846961,0.9959338782822911
Pycnonotus goiavier,25,100,25,106,9542,autogluon,0.9932928107315029,0.7217391304347827,0.787383043200524,0.9938353315683812
Pycnonotus goiavier,100,400,100,106,9542,linear_probe,0.9771536365541815,0.4930232558139535,0.8843590869840894,0.9979324465915362
Pycnonotus goiavier,100,400,100,106,9542,autogluon,0.9904632152588556,0.6666666666666666,0.8609136929462313,0.9965102537851824
Pycnonotus plumosus,5,20,5,136,9542,linear_probe,0.974638440578495,0.41262135922330095,0.3675381734423984,0.9482464259358857
Pycnonotus plumosus,5,20,5,136,9542,autogluon,0.9858520226367637,0.014598540145985401,0.3094676434532915,0.9553503864867231
Pycnonotus plumosus,25,100,25,136,9542,linear_probe,0.9610144623768602,0.41324921135646686,0.45485841292550483,0.987693243361559
Pycnonotus plumosus,25,100,25,136,9542,autogluon,0.9854328233074827,0.46332046332046334,0.4381307067821259,0.9835406999287063
Pycnonotus plumosus,100,400,100,136,9542,linear_probe,0.9637392580171872,0.4401294498381877,0.5136126391680064,0.9914885367287464
Pycnonotus plumosus,100,400,100,136,9542,autogluon,0.9548312722699643,0.3834048640915594,0.4960113138317336,0.9893215844704882
Pycnonotus simplex,5,20,5,22,9542,linear_probe,0.9178369314609096,0.05084745762711865,0.5092506775091952,0.9802282276546982
Pycnonotus simplex,5,20,5,22,9542,autogluon,0.9975896038566339,0.3783783783783784,0.25548004975925415,0.9621872612681437
Pycnonotus simplex,25,100,25,22,9542,linear_probe,0.9517920771326766,0.08366533864541832,0.4595857869371533,0.9798701298701299
Pycnonotus simplex,25,100,25,22,9542,autogluon,0.9238105219031649,0.054616384915474644,0.49668278766860724,0.9836564171122995
Pycnonotus simplex,100,400,100,22,9542,linear_probe,0.9717040452735276,0.1346153846153846,0.6515217016420138,0.9926422841864018
Pycnonotus simplex,100,400,100,22,9542,autogluon,0.966778453154475,0.11204481792717087,0.5848944758815464,0.9915488922841864
Pyriglena leucoptera,5,20,5,22,9542,linear_probe,0.9625864598616642,0.10075566750629723,0.18181970929336874,0.9844299083269671
Pyriglena leucoptera,5,20,5,22,9542,autogluon,0.9940264095577447,0.2597402597402597,0.15474901929637233,0.9789605614973262
Pyriglena leucoptera,25,100,25,22,9542,linear_probe,0.9548312722699643,0.09263157894736843,0.1432472084441452,0.9869174942704354
Pyriglena leucoptera,25,100,25,22,9542,autogluon,0.9712848459442465,0.12179487179487179,0.10565797434796478,0.9863875095492742
Pyrrhocorax pyrrhocorax,5,20,5,9,9542,linear_probe,0.9764200377279396,0.07407407407407407,0.6575132275132276,0.9992890194295837
Pyrrhocorax pyrrhocorax,5,20,5,9,9542,autogluon,0.9994760008383986,0.6666666666666666,0.5681248876016318,0.9917771017634649
Pyrrhocorax pyrrhocorax,25,100,25,9,9542,linear_probe,0.9954936072102285,0.29508196721311475,0.7681657848324515,0.9997552361970697
Pyrrhocorax pyrrhocorax,25,100,25,9,9542,autogluon,0.9846992244812408,0.10975609756097561,0.7438271604938271,0.9997319253586955
Pyrrhula pyrrhula,5,20,5,1,9542,linear_probe,0.8780129951792077,0.0017152658662092624,0.3333333333333333,0.9997903783670474
Pyrrhula pyrrhula,5,20,5,1,9542,autogluon,0.9997904003353595,0.0,0.037037037037037035,0.997589351221046
Ramphocelus carbo,5,20,5,14,9542,linear_probe,0.9762104380632991,0.10980392156862745,0.9074990692794529,0.9995427012114669
Ramphocelus carbo,5,20,5,14,9542,autogluon,0.9970656046950325,0.5,0.837780869923727,0.9995614429650953
Ramphocelus carbo,25,100,25,14,9542,linear_probe,0.9732760427583316,0.0989399293286219,0.9417844060701202,0.9997750989564591
Ramphocelus carbo,25,100,25,14,9542,autogluon,0.9948648082163069,0.3466666666666667,0.8846642718983144,0.9991078925272879
Ramphotrigon megacephalum,5,20,5,4,9542,linear_probe,0.9778872353804234,0.0365296803652968,0.8928571428571428,0.9999213671629272
Ramphotrigon megacephalum,5,20,5,4,9542,autogluon,0.9996856005030392,0.6666666666666666,0.7976190476190477,0.9995675193960998
Recurvirostra avosetta,5,20,5,18,9542,linear_probe,0.9962272060364703,0.5,0.879315712115102,0.9997958374165851
Recurvirostra avosetta,5,20,5,18,9542,autogluon,0.9991616013414378,0.8095238095238095,0.8642327944959524,0.999760838116571
Recurvirostra avosetta,25,100,25,18,9542,linear_probe,0.9939216097254244,0.3829787234042553,0.9294373024349949,0.9998425031499371
Recurvirostra avosetta,25,100,25,18,9542,autogluon,0.9976944036889541,0.6206896551724138,0.8745950038160551,0.9997579215082364
Regulus ignicapilla,5,20,5,76,9542,linear_probe,0.9069377488996018,0.13450292397660818,0.45213964755884506,0.9690860364517888
Regulus ignicapilla,5,20,5,76,9542,autogluon,0.9940264095577447,0.5289256198347108,0.5111989554154384,0.961048266927619
Regulus ignicapilla,25,100,25,76,9542,linear_probe,0.9436176902116956,0.19701492537313434,0.4987840881673644,0.971825758670922
Regulus ignicapilla,25,100,25,76,9542,autogluon,0.9911968140850974,0.5384615384615384,0.5230897189708974,0.9762439256285653
Regulus ignicapilla,100,400,100,76,9542,linear_probe,0.9766296373925801,0.37183098591549296,0.6736076796820506,0.9852811169059348
Regulus ignicapilla,100,400,100,76,9542,autogluon,0.9735904422552923,0.3471502590673575,0.6071935543663688,0.9780717971243342
Regulus regulus,5,20,5,98,9542,linear_probe,0.9010689582896667,0.16312056737588654,0.3001540857112442,0.9726735039632117
Regulus regulus,5,20,5,98,9542,autogluon,0.98826241878013,0.18840579710144928,0.21208551779465135,0.9455366326962806
Regulus regulus,25,100,25,98,9542,linear_probe,0.910920142527772,0.18269230769230768,0.3955914470516405,0.9849164570529608
Regulus regulus,25,100,25,98,9542,autogluon,0.985956822469084,0.48854961832061067,0.3946579968122879,0.9814853832257171
Regulus regulus,100,400,100,98,9542,linear_probe,0.9584992664011738,0.32653061224489793,0.4922755942139691,0.9921384055528183
Regulus regulus,100,400,100,98,9542,autogluon,0.952735275623559,0.2986003110419907,0.4879782642780312,0.9911335563450284
Reinwardtipicus validus,5,20,5,4,9542,linear_probe,0.9758960385663383,0.03361344537815126,0.5416666666666666,0.9997378905430907
Reinwardtipicus validus,5,20,5,4,9542,autogluon,0.9933976105638231,0.11267605633802817,0.4666666666666667,0.9996330467603272
Rhipidura javanica,5,20,5,63,9542,linear_probe,0.9893104171033327,0.5526315789473685,0.652834043960739,0.9981429291483095
Rhipidura javanica,5,20,5,63,9542,autogluon,0.9952840075455879,0.6938775510204082,0.6372075596313342,0.9977083846162863
Rhipidura javanica,25,100,25,63,9542,linear_probe,0.9881576189478097,0.5271966527196653,0.6654394731762583,0.9981462782391151
Rhipidura javanica,25,100,25,63,9542,autogluon,0.9933976105638231,0.0,0.6897537069729885,0.9977242927976128
Rhipidura javanica,100,400,100,63,9542,linear_probe,0.9889960176063718,0.5454545454545454,0.6883375236176263,0.9983790400501025
Rhipidura javanica,100,400,100,63,9542,autogluon,0.9944456088870258,0.7039106145251397,0.7363593129739661,0.998837865490466
Rubigula cyaniventris,5,20,5,34,9542,linear_probe,0.9400544959128065,0.08333333333333333,0.08685556724993233,0.95307047934866
Rubigula cyaniventris,5,20,5,34,9542,autogluon,0.9960176063718298,0.0,0.12092901391476621,0.9439156499789652
Rubigula cyaniventris,25,100,25,34,9542,linear_probe,0.9829176273317962,0.28193832599118945,0.749233263693508,0.9972376203321042
Rubigula cyaniventris,25,100,25,34,9542,autogluon,0.9954936072102285,0.5567010309278351,0.6116597050406412,0.9904492192333392
Rubigula cyaniventris,100,400,100,34,9542,linear_probe,0.9844896248166003,0.3148148148148148,0.83917273902288,0.9991586032814472
Rubigula cyaniventris,100,400,100,34,9542,autogluon,0.9765248375602599,0.22758620689655173,0.7631922852158458,0.9974680764186196
Rubigula erythropthalmos,5,20,5,17,9542,linear_probe,0.8460490463215259,0.017391304347826087,0.37315488766108607,0.9128423652925737
Rubigula erythropthalmos,5,20,5,17,9542,autogluon,0.9824984280025152,0.08743169398907104,0.28393521619222795,0.9293129535278679
Rubigula erythropthalmos,25,100,25,17,9542,linear_probe,0.9720184447704884,0.08873720136518772,0.44878673270242647,0.9759271267562143
Rubigula erythropthalmos,25,100,25,17,9542,autogluon,0.9945504087193461,0.3157894736842105,0.4298893289729852,0.9790149760691679
Rubigula flaviventris,5,20,5,10,9542,linear_probe,0.9735904422552923,0.06666666666666667,0.05008574097072585,0.9869177507343685
Rubigula flaviventris,5,20,5,10,9542,autogluon,0.9922448124083001,0.13953488372093023,0.1269771650391211,0.9862410826689046
Rubigula flaviventris,25,100,25,10,9542,linear_probe,0.9666736533221547,0.05917159763313609,0.061042301047873296,0.9897503147293327
Rubigula flaviventris,25,100,25,10,9542,autogluon,0.9836512261580381,0.08235294117647059,0.053009570792800234,0.9877360469995804
Saltator coerulescens,5,20,5,34,9542,linear_probe,0.9491720813246699,0.113345521023766,0.25744152890299477,0.9828132346754436
Saltator coerulescens,5,20,5,34,9542,autogluon,0.9955984070425488,0.2222222222222222,0.13685638326143745,0.9625315523769458
Saltator coerulescens,25,100,25,34,9542,linear_probe,0.9731712429260113,0.20496894409937888,0.32794040515696604,0.9940174218614666
Saltator coerulescens,25,100,25,34,9542,autogluon,0.9922448124083001,0.4126984126984127,0.34464836199563015,0.9911142938454305
Saltator coerulescens,100,400,100,34,9542,linear_probe,0.9808216306853909,0.26506024096385544,0.3407608551441799,0.9954867727486452
Saltator coerulescens,100,400,100,34,9542,autogluon,0.9907776147558164,0.38028169014084506,0.3887595476240735,0.9866629339998515
Saltator similis,5,20,5,56,9542,linear_probe,0.9669880528191155,0.24821002386634844,0.35263609939159085,0.9875097888617813
Saltator similis,5,20,5,56,9542,autogluon,0.9927688115699015,0.08,0.19369064601382635,0.9834370576187464
Saltator similis,25,100,25,56,9542,linear_probe,0.9712848459442465,0.28272251308900526,0.3364483276139249,0.9886373904400471
Saltator similis,25,100,25,56,9542,autogluon,0.9797736323621882,0.30824372759856633,0.3126171286244507,0.9847058447034727
Saltator similis,100,400,100,56,9542,linear_probe,0.9767344372249004,0.3148148148148148,0.5895232126215542,0.9940156169994879
Saltator similis,100,400,100,56,9542,autogluon,0.9941312093900649,0.0,0.4099137842582003,0.9896181590915936
Sarothrura pulchra,5,20,5,2,9542,linear_probe,0.9614336617061413,0.010752688172043012,0.5,0.9998427672955974
Sarothrura pulchra,5,20,5,2,9542,autogluon,0.9950744078809474,0.04081632653061224,0.2635135135135135,0.9963312368972745
Saxicola rubicola,5,20,5,31,9542,linear_probe,0.8575770278767554,0.043631245601688955,0.4082943178529138,0.9837064723020204
Saxicola rubicola,5,20,5,31,9542,autogluon,0.9971704045273527,0.425531914893617,0.37428434935155386,0.9458996543899933
Saxicola rubicola,25,100,25,31,9542,linear_probe,0.9068329490672815,0.06322444678609063,0.5046705219512362,0.9869488978805525
Saxicola rubicola,25,100,25,31,9542,autogluon,0.9897296164326137,0.2898550724637681,0.4544828929921443,0.9809863621409506
Saxicola rubicola,100,400,100,31,9542,linear_probe,0.9700272479564033,0.17341040462427745,0.5890627105210972,0.9914326704901963
Saxicola rubicola,100,400,100,31,9542,autogluon,0.9889960176063718,0.2953020134228188,0.5427182064032355,0.988917755671701
Saxicola torquatus,5,20,5,1,9542,linear_probe,0.992978411234542,0.0,0.01098901098901099,0.9905670265171366
Saxicola torquatus,5,20,5,1,9542,autogluon,0.9998952001676797,0.0,0.00625,0.9840163504873704
Saxicola torquatus,25,100,25,1,9542,linear_probe,0.9815552295116328,0.011235955056179775,0.038461538461538464,0.9973797295880935
Saxicola torquatus,25,100,25,1,9542,autogluon,0.9979040033535946,0.0,0.013513513513513514,0.992348810397233
Scytalopus latrans,5,20,5,21,9542,linear_probe,0.9906728149234961,0.31007751937984496,0.7797645037808312,0.9987296252394455
Scytalopus latrans,5,20,5,21,9542,autogluon,0.9981136030182352,0.4375,0.4413387865753349,0.9943383298072932
Scytalopus latrans,25,100,25,21,9542,linear_probe,0.995703206874869,0.5060240963855421,0.889752607429461,0.9997199173756258
Scytalopus latrans,25,100,25,21,9542,autogluon,0.9986376021798365,0.723404255319149,0.8498743864290081,0.9996098849160503
Scytalopus pachecoi,5,20,5,1,9542,linear_probe,0.9936072102284637,0.031746031746031744,1.0,1.0
Scytalopus pachecoi,5,20,5,1,9542,autogluon,0.9989520016767973,0.16666666666666666,1.0,0.9999999999999999
Serinus canicollis,5,20,5,5,9542,linear_probe,0.9955984070425488,0.16,0.5827472527472528,0.9922826884764601
Serinus canicollis,5,20,5,5,9542,autogluon,0.999580800670719,0.6,0.5924752475247526,0.9916325888644226
Serinus serinus,5,20,5,16,9542,linear_probe,0.8429050513519178,0.009253139458030404,0.007936536463577525,0.8276755721184128
Serinus serinus,5,20,5,16,9542,autogluon,0.9977992035212744,0.0,0.005019127463072093,0.826579886626076
Serinus serinus,25,100,25,16,9542,linear_probe,0.8758121987004821,0.019851116625310174,0.04317201487111963,0.9268515116523199
Serinus serinus,25,100,25,16,9542,autogluon,0.9904632152588556,0.09900990099009901,0.06816333875508063,0.9280948194415284
Setophaga pitiayumi,5,20,5,3,9542,linear_probe,0.9845944246489206,0.0392156862745098,0.5454545454545454,0.9992661704581193
Setophaga pitiayumi,5,20,5,3,9542,autogluon,0.9979040033535946,0.23076923076923078,0.4111111111111111,0.9996505573610092
Sirystes sibilator,5,20,5,1,9542,linear_probe,0.9838608258226786,0.01282051282051282,0.009174311926605505,0.9886804318205639
Sirystes sibilator,5,20,5,1,9542,autogluon,0.9977992035212744,0.0,0.006329113924050633,0.9838067288544179
Sitta europaea,5,20,5,17,9542,linear_probe,0.9037937539299937,0.02754237288135593,0.03432692002609482,0.9132993669908909
Sitta europaea,5,20,5,17,9542,autogluon,0.9969608048627122,0.12121212121212122,0.09267720622655884,0.8708846688281612
Sitta europaea,25,100,25,17,9542,linear_probe,0.8598826241878013,0.02337472607742878,0.20756067687321592,0.9664783078585766
Sitta europaea,25,100,25,17,9542,autogluon,0.9982184028505554,0.0,0.02899551432179872,0.9493901497606917
Sitta frontalis,5,20,5,3,9542,linear_probe,0.9862712219660449,0.043795620437956206,0.5799457994579945,0.9986371737079359
Sitta frontalis,5,20,5,3,9542,autogluon,0.9993712010060783,0.0,0.11662918540729635,0.9916133766642206
Spilornis cheela,5,20,5,55,9542,linear_probe,0.9822888283378747,0.3942652329749104,0.569310124162376,0.9960730952403767
Spilornis cheela,5,20,5,55,9542,autogluon,0.9941312093900649,0.4716981132075472,0.5174852082012371,0.994681717565664
Spilornis cheela,25,100,25,55,9542,linear_probe,0.9829176273317962,0.40293040293040294,0.7601213536073289,0.9982080742068093
Spilornis cheela,25,100,25,55,9542,autogluon,0.9935024103961434,0.6219512195121951,0.7169081457323342,0.9978928102570982
Spilornis cheela,100,400,100,55,9542,linear_probe,0.9940264095577447,0.6586826347305389,0.8064096310755225,0.9987676916737737
Spilornis cheela,100,400,100,55,9542,autogluon,0.9930832110668623,0.6206896551724138,0.8091193067990945,0.9987284034611956
Spinus spinus,5,20,5,48,9542,linear_probe,0.9594424648920562,0.18526315789473685,0.4594359768383285,0.9860789270416404
Spinus spinus,5,20,5,48,9542,autogluon,0.9954936072102285,0.29508196721311475,0.3442569142497555,0.9762229214942771
Spinus spinus,25,100,25,48,9542,linear_probe,0.9753720394047369,0.28134556574923547,0.5646332818185498,0.9951680008426375
Spinus spinus,25,100,25,48,9542,autogluon,0.9907776147558164,0.4430379746835443,0.4887088602163695,0.9916548170774524
Spinus spinus,100,400,100,48,9542,linear_probe,0.9774680360511423,0.2996742671009772,0.679365667345728,0.9943516958078786
Spinus spinus,100,400,100,48,9542,autogluon,0.9782016348773842,0.30666666666666664,0.7231858380376663,0.995615651990731
Stachyris maculata,5,20,5,495,9542,linear_probe,0.8166002934395304,0.3131868131868132,0.40922725899942375,0.9085583367665826
Stachyris maculata,5,20,5,495,9542,autogluon,0.9492768811569902,0.14788732394366197,0.27822259168237495,0.8772291277983773
Stachyris maculata,25,100,25,495,9542,linear_probe,0.8831481869629009,0.3950081389039609,0.526142021622854,0.922052178689738
Stachyris maculata,25,100,25,495,9542,autogluon,0.9449800880318592,0.4817374136229023,0.5067892411562852,0.9141455452055651
Stachyris maculata,100,400,100,495,9542,linear_probe,0.9317753091595053,0.5657104736490994,0.7475883280070181,0.9719219385186004
Stachyris maculata,100,400,100,495,9542,autogluon,0.952316076294278,0.6166807076663858,0.7466593173938267,0.9709315996261946
Stachyris nigricollis,5,20,5,32,9542,linear_probe,0.8365122615803815,0.03822441430332922,0.3097617157537013,0.9651945320715036
Stachyris nigricollis,5,20,5,32,9542,autogluon,0.9942360092223852,0.1791044776119403,0.12235349489098817,0.9196898002103049
Stachyris nigricollis,25,100,25,32,9542,linear_probe,0.9574512680779711,0.12875536480686695,0.3685532795823971,0.9903194006309148
Stachyris nigricollis,25,100,25,32,9542,autogluon,0.9876336197862083,0.2804878048780488,0.2907032848449359,0.9809131834910622
Stachyris nigricollis,100,400,100,32,9542,linear_probe,0.9763152378956194,0.2206896551724138,0.49098894444842694,0.9971050210304943
Stachyris nigricollis,100,400,100,32,9542,autogluon,0.9701320477887235,0.1833810888252149,0.4158289376691265,0.9965118953732913
Stachyris poliocephala,5,20,5,51,9542,linear_probe,0.9362817019492768,0.11370262390670553,0.22311964742986395,0.9620176803204687
Stachyris poliocephala,5,20,5,51,9542,autogluon,0.9933976105638231,0.20253164556962025,0.17569324714709955,0.9474321390130175
Stachyris poliocephala,25,100,25,51,9542,linear_probe,0.896457765667575,0.09357798165137615,0.41865178627629795,0.9898004507882597
Stachyris poliocephala,25,100,25,51,9542,autogluon,0.8900649758960386,0.08861859252823631,0.3527113825089148,0.9909976634210738
Stachyris poliocephala,100,400,100,51,9542,linear_probe,0.970341647453364,0.26109660574412535,0.6117770522660646,0.9946843345914912
Stachyris poliocephala,100,400,100,51,9542,autogluon,0.9858520226367637,0.37209302325581395,0.5260773506224989,0.9910926966930487
Stelgidillas gracilirostris,5,20,5,17,9542,linear_probe,0.9655208551666318,0.0886426592797784,0.4983325479287212,0.9937069631002007
Stelgidillas gracilirostris,5,20,5,17,9542,autogluon,0.9976944036889541,0.26666666666666666,0.3310372783883391,0.9892573722402347
Stelgidillas gracilirostris,25,100,25,17,9542,linear_probe,0.9615384615384616,0.08478802992518704,0.8159041697850489,0.998005249343832
Stelgidillas gracilirostris,25,100,25,17,9542,autogluon,0.9953888073779082,0.40540540540540543,0.7211739806405063,0.9974247336729967
Streptopelia chinensis,5,20,5,34,9542,linear_probe,0.9944456088870258,0.5619834710743802,0.6862940729380749,0.9985399292236878
Streptopelia chinensis,5,20,5,34,9542,autogluon,0.9973800041919932,0.647887323943662,0.7157205309343068,0.9986590239798063
Streptopelia chinensis,25,100,25,34,9542,linear_probe,0.9888912177740515,0.39080459770114945,0.6576579975114373,0.998400727560692
Streptopelia chinensis,25,100,25,34,9542,autogluon,0.9955984070425488,0.6181818181818182,0.6947635693642066,0.9986590239798064
